const_parse	dep_parse	ner	question	questionid	storyid
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD suggested)
        (S
          (NP (NNP Bill))
          (VP (TO to)
            (VP (VB buy)
              (NP (DT a) (NN trailer)))))))
    (. ?)))"	"Who	WP	2	nsubj
suggested	VBD	0	ROOT
Bill	NNP	2	dobj
to	TO	5	mark
buy	VB	2	xcomp
a	DT	7	det
trailer	NN	5	dobj
?	.	2	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Bill', 'characterOffsetBegin': 14, 'characterOffsetEnd': 18, 'ner': 'PERSON'}]"	Who suggested Bill to buy a trailer?	2d16bcd6-692a-4fc0-8e7c-4a6f81d9efa9_Q2	2d16bcd6-692a-4fc0-8e7c-4a6f81d9efa9
"(ROOT
  (SBARQ
    (WHNP (WRB How) (RB much))
    (SQ (VBD was)
      (NP (DT the) (NN truck)))
    (. ?)))"	"How	WRB	2	advmod
much	RB	5	nsubj
was	VBD	5	cop
the	DT	5	det
truck	NN	0	ROOT
?	.	5	punct
"	[]	How much was the truck?	2d16bcd6-692a-4fc0-8e7c-4a6f81d9efa9_Q3	2d16bcd6-692a-4fc0-8e7c-4a6f81d9efa9
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (PRP I))
      (VP (VB go)
        (NP-TMP (JJ last) (NN year))))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
I	PRP	4	nsubj
go	VB	0	ROOT
last	JJ	6	amod
year	NN	4	nmod:tmod
?	.	4	punct
"	"[{'docTokenBegin': 4, 'docTokenEnd': 6, 'tokenBegin': 4, 'tokenEnd': 6, 'text': 'last year', 'characterOffsetBegin': 15, 'characterOffsetEnd': 24, 'ner': 'DATE', 'normalizedNER': 'THIS P1Y OFFSET P-1Y', 'timex': {'tid': 't1', 'type': 'DATE', 'altValue': 'THIS P1Y OFFSET P-1Y'}}]"	Where did I go last year?	2ef3788f-6b2b-45c8-b6ba-71450d565e6a_Q0	2ef3788f-6b2b-45c8-b6ba-71450d565e6a
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (PRP we))
      (VP (VBP have)
        (NP (NN lunch))))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
we	PRP	4	nsubj
have	VBP	0	ROOT
lunch	NN	4	dobj
?	.	4	punct
"	[]	Where did we have lunch?	2ef3788f-6b2b-45c8-b6ba-71450d565e6a_Q1	2ef3788f-6b2b-45c8-b6ba-71450d565e6a
"(ROOT
  (SBARQ
    (WHADVP (WRB How))
    (SQ (VBD did)
      (NP (PRP I))
      (VP (VB go)
        (PP (TO to)
          (NP (NNP Maine)))))
    (. ?)))"	"How	WRB	4	advmod
did	VBD	4	aux
I	PRP	4	nsubj
go	VB	0	ROOT
to	TO	6	case
Maine	NNP	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Maine', 'characterOffsetBegin': 16, 'characterOffsetEnd': 21, 'ner': 'STATE_OR_PROVINCE'}]"	How did I go to Maine?	2ef3788f-6b2b-45c8-b6ba-71450d565e6a_Q2	2ef3788f-6b2b-45c8-b6ba-71450d565e6a
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD drove)
        (NP (PRP me))
        (ADVP (RB back)
          (PP (TO to)
            (NP (DT the) (NN train) (NN station))))))
    (. ?)))"	"Who	WP	2	nsubj
drove	VBD	0	ROOT
me	PRP	2	dobj
back	RB	2	advmod
to	TO	8	case
the	DT	8	det
train	NN	8	compound
station	NN	4	nmod
?	.	2	punct
"	"[{'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'train', 'characterOffsetBegin': 25, 'characterOffsetEnd': 30, 'ner': 'CRIMINAL_CHARGE'}]"	Who drove me back to the train station?	2ef3788f-6b2b-45c8-b6ba-71450d565e6a_Q3	2ef3788f-6b2b-45c8-b6ba-71450d565e6a
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD was)
      (NP (NNP Walter))
      (VP (VBN worried)))
    (. ?)))"	"Why	WRB	4	advmod
was	VBD	4	auxpass
Walter	NNP	4	nsubjpass
worried	VBN	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Walter', 'characterOffsetBegin': 8, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	Why was Walter worried?	375c34c9-3d98-4b2f-9076-404f34ad4e66_Q0	375c34c9-3d98-4b2f-9076-404f34ad4e66
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD did)
      (NP (NNP Walter))
      (VP (VB consult)
        (PP (IN with))))
    (. ?)))"	"Who	WP	4	dobj
did	VBD	4	aux
Walter	NNP	4	nsubj
consult	VB	0	ROOT
with	IN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Walter', 'characterOffsetBegin': 8, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	Who did Walter consult with?	375c34c9-3d98-4b2f-9076-404f34ad4e66_Q1	375c34c9-3d98-4b2f-9076-404f34ad4e66
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN vet))
      (VP (VB discover)))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
vet	NN	5	nsubj
discover	VB	0	ROOT
?	.	5	punct
"	[]	What did the vet discover?	375c34c9-3d98-4b2f-9076-404f34ad4e66_Q2	375c34c9-3d98-4b2f-9076-404f34ad4e66
"(ROOT
  (SBARQ
    (WHNP (WDT What))
    (SQ
      (VP (VBD solved)
        (NP (DT the) (NN issue))))
    (. ?)))"	"What	WDT	2	nsubj
solved	VBD	0	ROOT
the	DT	4	det
issue	NN	2	dobj
?	.	2	punct
"	[]	What solved the issue?	375c34c9-3d98-4b2f-9076-404f34ad4e66_Q3	375c34c9-3d98-4b2f-9076-404f34ad4e66
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD happened)
        (PP (TO to)
          (NP (NNP Robbie)))
        (PP
          (ADVP (RB halfway))
          (IN through)
          (NP (DT the) (NN competition)))))
    (. ?)))"	"What	WP	2	nsubj
happened	VBD	0	ROOT
to	TO	4	case
Robbie	NNP	2	nmod
halfway	RB	8	advmod
through	IN	8	case
the	DT	8	det
competition	NN	2	nmod
?	.	2	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Robbie', 'characterOffsetBegin': 17, 'characterOffsetEnd': 23, 'ner': 'PERSON'}]"	What happened to Robbie halfway through the competition?	3be3719a-ae77-4106-88ea-988afb19db99_Q0	3be3719a-ae77-4106-88ea-988afb19db99
"(ROOT
  (SBARQ
    (WHADJP (WRB How) (RB long))
    (SQ (VBD did)
      (NP (NNP Robbie))
      (VP (VB stop)
        (PP (IN for))))
    (. ?)))"	"How	WRB	2	advmod
long	RB	5	advmod
did	VBD	5	aux
Robbie	NNP	5	nsubj
stop	VB	0	ROOT
for	IN	5	nmod
?	.	5	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Robbie', 'characterOffsetBegin': 13, 'characterOffsetEnd': 19, 'ner': 'PERSON'}]"	How long did Robbie stop for?	3be3719a-ae77-4106-88ea-988afb19db99_Q1	3be3719a-ae77-4106-88ea-988afb19db99
"(ROOT
  (SQ (VBD Did)
    (NP (NNP Robbie))
    (VP (VB finish)
      (NP (DT the) (NN race)))
    (. ?)))"	"Did	VBD	3	aux
Robbie	NNP	3	nsubj
finish	VB	0	ROOT
the	DT	5	det
race	NN	3	dobj
?	.	3	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Robbie', 'characterOffsetBegin': 4, 'characterOffsetEnd': 10, 'ner': 'PERSON'}]"	Did Robbie finish the race?	3be3719a-ae77-4106-88ea-988afb19db99_Q2	3be3719a-ae77-4106-88ea-988afb19db99
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP
        (NP
          (NP (NNP Robbie) (POS 's))
          (NN rank))
        (PP (IN in)
          (NP (DT the) (NN race)))))
    (. ?)))"	"What	WP	0	ROOT
was	VBD	1	cop
Robbie	NNP	5	nmod:poss
's	POS	3	case
rank	NN	1	nsubj
in	IN	8	case
the	DT	8	det
race	NN	5	nmod
?	.	1	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Robbie', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"	What was Robbie's rank in the race?	3be3719a-ae77-4106-88ea-988afb19db99_Q3	3be3719a-ae77-4106-88ea-988afb19db99
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP
        (NP (NNP Melody) (POS 's))
        (NNS parents))
      (VP (VB take)
        (NP (PRP her))
        (PP (TO to))))
    (. ?)))"	"Where	WRB	6	advmod
did	VBD	6	aux
Melody	NNP	5	nmod:poss
's	POS	3	case
parents	NNS	6	nsubj
take	VB	0	ROOT
her	PRP	6	dobj
to	TO	6	nmod
?	.	6	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Melody', 'characterOffsetBegin': 10, 'characterOffsetEnd': 16, 'ner': 'PERSON'}, {'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'her', 'characterOffsetBegin': 32, 'characterOffsetEnd': 35, 'ner': 'PERSON'}]"	Where did Melody's parents take her to?	4d7b022e-25d2-4300-a9b0-24ab35f4045b_Q0	4d7b022e-25d2-4300-a9b0-24ab35f4045b
"(ROOT
  (SBARQ
    (WHADJP (WRB How) (RB long))
    (SQ (VBD was)
      (NP
        (NP (DT the) (NN car) (NN ride))
        (PP (TO to)
          (NP (DT the) (NN aquarium)))))
    (. ?)))"	"How	WRB	2	advmod
long	RB	3	advmod
was	VBD	0	ROOT
the	DT	6	det
car	NN	6	compound
ride	NN	3	nsubj
to	TO	9	case
the	DT	9	det
aquarium	NN	3	nmod
?	.	3	punct
"	[]	How long was the car ride to the aquarium?	4d7b022e-25d2-4300-a9b0-24ab35f4045b_Q1	4d7b022e-25d2-4300-a9b0-24ab35f4045b
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Melody))
      (VP (VB see)
        (PP (IN at)
          (NP (DT the) (NN aquarium)))))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Melody	NNP	4	nsubj
see	VB	0	ROOT
at	IN	7	case
the	DT	7	det
aquarium	NN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Melody', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"	What did Melody see at the aquarium?	4d7b022e-25d2-4300-a9b0-24ab35f4045b_Q2	4d7b022e-25d2-4300-a9b0-24ab35f4045b
"(ROOT
  (SBARQ
    (WHADJP (WRB How) (RB long))
    (SQ (VBD did)
      (NP (NNP Melody))
      (VP (VB stay)
        (PP (IN at)
          (NP (DT the) (NN aquarium)))))
    (. ?)))"	"How	WRB	2	advmod
long	RB	5	advmod
did	VBD	5	aux
Melody	NNP	5	nsubj
stay	VB	0	ROOT
at	IN	8	case
the	DT	8	det
aquarium	NN	5	nmod
?	.	5	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Melody', 'characterOffsetBegin': 13, 'characterOffsetEnd': 19, 'ner': 'PERSON'}]"	How long did Melody stay at the aquarium?	4d7b022e-25d2-4300-a9b0-24ab35f4045b_Q3	4d7b022e-25d2-4300-a9b0-24ab35f4045b
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD was)
      (NP (DT the) (NN concert)))
    (. ?)))"	"Where	WRB	2	advmod
was	VBD	0	ROOT
the	DT	4	det
concert	NN	2	nsubj
?	.	2	punct
"	[]	Where was the concert?	50357157-3765-40b5-8e32-f86961c98be0_Q0	50357157-3765-40b5-8e32-f86961c98be0
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD took)
        (NP (NNP Nicole))
        (PP (TO to)
          (NP (DT the) (NN concert)))))
    (. ?)))"	"Who	WP	2	nsubj
took	VBD	0	ROOT
Nicole	NNP	2	dobj
to	TO	6	case
the	DT	6	det
concert	NN	2	nmod
?	.	2	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Nicole', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"	Who took Nicole to the concert?	50357157-3765-40b5-8e32-f86961c98be0_Q1	50357157-3765-40b5-8e32-f86961c98be0
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ
      (VP (VBD did)
        (SBAR
          (S
            (NP
              (NP (NNP Nicole) (POS 's))
              (NN cousin))
            (VP (VBP agree)
              (S
                (VP (TO to)
                  (VP (VB drive)))))))))
    (. ?)))"	"Why	WRB	6	advmod
did	VBD	6	aux
Nicole	NNP	5	nmod:poss
's	POS	3	case
cousin	NN	6	nsubj
agree	VBP	0	ROOT
to	TO	8	mark
drive	VB	6	xcomp
?	.	6	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Nicole', 'characterOffsetBegin': 8, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	Why did Nicole's cousin agree to drive?	50357157-3765-40b5-8e32-f86961c98be0_Q2	50357157-3765-40b5-8e32-f86961c98be0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD happened)
        (PP (IN in)
          (NP (DT the) (NN end)))))
    (. ?)))"	"What	WP	2	nsubj
happened	VBD	0	ROOT
in	IN	5	case
the	DT	5	det
end	NN	2	nmod
?	.	2	punct
"	[]	What happened in the end?	50357157-3765-40b5-8e32-f86961c98be0_Q3	50357157-3765-40b5-8e32-f86961c98be0
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD was)
      (NP (DT the) (NN family))
      (VP (VBG going)))
    (. ?)))"	"Where	WRB	5	advmod
was	VBD	5	aux
the	DT	4	det
family	NN	5	nsubj
going	VBG	0	ROOT
?	.	5	punct
"	[]	Where was the family going?	5e76713f-92b2-4a5d-8f8d-510fde45705c_Q0	5e76713f-92b2-4a5d-8f8d-510fde45705c
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD was)
      (NP (DT the) (NN family))
      (VP (VBN excited)))
    (. ?)))"	"Why	WRB	5	advmod
was	VBD	5	auxpass
the	DT	4	det
family	NN	5	nsubjpass
excited	VBN	0	ROOT
?	.	5	punct
"	[]	Why was the family excited?	5e76713f-92b2-4a5d-8f8d-510fde45705c_Q1	5e76713f-92b2-4a5d-8f8d-510fde45705c
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN family))
      (VP (VB see)))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
family	NN	5	nsubj
see	VB	0	ROOT
?	.	5	punct
"	[]	What did the family see?	5e76713f-92b2-4a5d-8f8d-510fde45705c_Q2	5e76713f-92b2-4a5d-8f8d-510fde45705c
"(ROOT
  (SBARQ
    (WHADJP (WRB How) (RB long))
    (SQ (VBD was)
      (NP
        (NP (DT the) (NN family))
        (ADVP (RB there))))
    (. ?)))"	"How	WRB	2	advmod
long	RB	3	advmod
was	VBD	0	ROOT
the	DT	5	det
family	NN	3	nsubj
there	RB	3	advmod
?	.	3	punct
"	[]	How long was the family there?	5e76713f-92b2-4a5d-8f8d-510fde45705c_Q3	5e76713f-92b2-4a5d-8f8d-510fde45705c
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN woman))
      (VP (VBP want)
        (S
          (VP (TO to)
            (VP (VB start))))))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
woman	NN	5	nsubj
want	VBP	0	ROOT
to	TO	7	mark
start	VB	5	xcomp
?	.	5	punct
"	[]	What did the woman want to start?	61550fe1-c17d-4b94-b225-941026bdb68e_Q0	61550fe1-c17d-4b94-b225-941026bdb68e
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (DT the) (NN woman))
      (VP (VB go)))
    (. ?)))"	"Where	WRB	5	advmod
did	VBD	5	aux
the	DT	4	det
woman	NN	5	nsubj
go	VB	0	ROOT
?	.	5	punct
"	[]	Where did the woman go?	61550fe1-c17d-4b94-b225-941026bdb68e_Q1	61550fe1-c17d-4b94-b225-941026bdb68e
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN woman))
      (VP (VB create)))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
woman	NN	5	nsubj
create	VB	0	ROOT
?	.	5	punct
"	[]	What did the woman create?	61550fe1-c17d-4b94-b225-941026bdb68e_Q2	61550fe1-c17d-4b94-b225-941026bdb68e
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (DT the) (NN woman))
      (VP (VBD put)
        (NP (PRP it))))
    (. ?)))"	"Where	WRB	5	advmod
did	VBD	5	aux
the	DT	4	det
woman	NN	5	nsubj
put	VBD	0	ROOT
it	PRP	5	dobj
?	.	5	punct
"	[]	Where did the woman put it?	61550fe1-c17d-4b94-b225-941026bdb68e_Q3	61550fe1-c17d-4b94-b225-941026bdb68e
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (DT the) (NN couple))
      (VP (VB take)
        (NP (DT a) (JJ romantic) (NN trip))))
    (. ?)))"	"Where	WRB	5	advmod
did	VBD	5	aux
the	DT	4	det
couple	NN	5	nsubj
take	VB	0	ROOT
a	DT	8	det
romantic	JJ	8	amod
trip	NN	5	dobj
?	.	5	punct
"	[]	Where did the couple take a romantic trip?	6ebc8d48-029b-4f00-89b3-773ce802825e_Q0	6ebc8d48-029b-4f00-89b3-773ce802825e
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (DT the) (NN couple))
      (VP (VB stay)))
    (. ?)))"	"Where	WRB	5	advmod
did	VBD	5	aux
the	DT	4	det
couple	NN	5	nsubj
stay	VB	0	ROOT
?	.	5	punct
"	[]	Where did the couple stay?	6ebc8d48-029b-4f00-89b3-773ce802825e_Q1	6ebc8d48-029b-4f00-89b3-773ce802825e
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN couple))
      (VP (VB do)))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
couple	NN	5	nsubj
do	VB	0	ROOT
?	.	5	punct
"	[]	What did the couple do?	6ebc8d48-029b-4f00-89b3-773ce802825e_Q2	6ebc8d48-029b-4f00-89b3-773ce802825e
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN couple))
      (VP (VBP do)
        (SBAR
          (WHADVP (WRB when))
          (S
            (NP (PRP they))
            (VP (VBD returned)
              (NP (NN home)))))))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
couple	NN	5	nsubj
do	VBP	0	ROOT
when	WRB	8	advmod
they	PRP	8	nsubj
returned	VBD	5	advcl
home	NN	8	dobj
?	.	5	punct
"	[]	What did the couple do when they returned home?	6ebc8d48-029b-4f00-89b3-773ce802825e_Q3	6ebc8d48-029b-4f00-89b3-773ce802825e
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (PRP I))
      (VP (VB go)))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
I	PRP	4	nsubj
go	VB	0	ROOT
?	.	4	punct
"	[]	Where did I go?	712702cc-f042-4ca5-84dc-ada756cc8959_Q0	712702cc-f042-4ca5-84dc-ada756cc8959
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (PRP I))
      (VP (VB order)))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
I	PRP	4	nsubj
order	VB	0	ROOT
?	.	4	punct
"	[]	What did I order?	712702cc-f042-4ca5-84dc-ada756cc8959_Q1	712702cc-f042-4ca5-84dc-ada756cc8959
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (PRP they))
      (VP (VBD put)
        (PP (IN on)
          (NP (DT the) (NNS fries)))))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
they	PRP	4	nsubj
put	VBD	0	ROOT
on	IN	7	case
the	DT	7	det
fries	NNS	4	nmod
?	.	4	punct
"	[]	What did they put on the fries?	712702cc-f042-4ca5-84dc-ada756cc8959_Q2	712702cc-f042-4ca5-84dc-ada756cc8959
"(ROOT
  (S
    (VP (VBD Did)
      (NP (PRP I))
      (PP (IN like)
        (NP (NN ketchup))))
    (. ?)))"	"Did	VBD	0	ROOT
I	PRP	1	dobj
like	IN	4	case
ketchup	NN	1	nmod
?	.	1	punct
"	[]	Did I like ketchup?	712702cc-f042-4ca5-84dc-ada756cc8959_Q3	712702cc-f042-4ca5-84dc-ada756cc8959
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (PRP$ my) (JJ first) (NN girlfriend))
      (VP (VB live)))
    (. ?)))"	"Where	WRB	6	advmod
did	VBD	6	aux
my	PRP$	5	nmod:poss
first	JJ	5	amod
girlfriend	NN	6	nsubj
live	VB	0	ROOT
?	.	6	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'first', 'characterOffsetBegin': 13, 'characterOffsetEnd': 18, 'ner': 'ORDINAL', 'normalizedNER': '1.0'}]"	Where did my first girlfriend live?	77338898-07d4-4143-8451-284540c8b082_Q0	77338898-07d4-4143-8451-284540c8b082
"(ROOT
  (SBARQ
    (WHADVP (WRB How))
    (SQ (VBD did)
      (NP (PRP I))
      (VP (VB meet)
        (NP (PRP$ my) (JJ first) (NN girlfriend))))
    (. ?)))"	"How	WRB	4	advmod
did	VBD	4	aux
I	PRP	4	nsubj
meet	VB	0	ROOT
my	PRP$	7	nmod:poss
first	JJ	7	amod
girlfriend	NN	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'first', 'characterOffsetBegin': 18, 'characterOffsetEnd': 23, 'ner': 'ORDINAL', 'normalizedNER': '1.0'}]"	How did I meet my first girlfriend?	77338898-07d4-4143-8451-284540c8b082_Q1	77338898-07d4-4143-8451-284540c8b082
"(ROOT
  (SBARQ
    (WHADJP (WRB How) (RB long))
    (SQ (VBD did)
      (NP (PRP$ my) (NN girlfriend))
      (VP (VB stay)
        (PP (IN with)
          (NP (PRP me)))))
    (. ?)))"	"How	WRB	2	advmod
long	RB	6	advmod
did	VBD	6	aux
my	PRP$	5	nmod:poss
girlfriend	NN	6	nsubj
stay	VB	0	ROOT
with	IN	8	case
me	PRP	6	nmod
?	.	6	punct
"	[]	How long did my girlfriend stay with me?	77338898-07d4-4143-8451-284540c8b082_Q2	77338898-07d4-4143-8451-284540c8b082
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ
      (VP (VBD did)
        (NP (PRP$ my) (NN girlfriend) (NN move))
        (PP (IN in)
          (PP (IN with)
            (NP (PRP me))))))
    (. ?)))"	"Why	WRB	5	advmod
did	VBD	5	aux
my	PRP$	4	nmod:poss
girlfriend	NN	5	nsubj
move	NN	0	ROOT
in	IN	8	case
with	IN	8	case
me	PRP	5	nmod
?	.	5	punct
"	[]	Why did my girlfriend move in with me?	77338898-07d4-4143-8451-284540c8b082_Q3	77338898-07d4-4143-8451-284540c8b082
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP
        (NP (NNP Tyler) (POS 's))
        (JJ favorite) (NN holiday)))
    (. ?)))"	"What	WP	0	ROOT
was	VBD	1	cop
Tyler	NNP	6	nmod:poss
's	POS	3	case
favorite	JJ	6	amod
holiday	NN	1	nsubj
?	.	1	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Tyler', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	What was Tyler's favorite holiday?	790d9cb4-4832-49e8-8137-331e79a4b9e6_Q0	790d9cb4-4832-49e8-8137-331e79a4b9e6
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Tyler))
      (VP (VB see)))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Tyler	NNP	4	nsubj
see	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Tyler', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	What did Tyler see?	790d9cb4-4832-49e8-8137-331e79a4b9e6_Q1	790d9cb4-4832-49e8-8137-331e79a4b9e6
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Tyler))
      (VP (VB see)
        (NP (NNS downstairs))))
    (. ?)))"	"What	WP	4	dep
did	VBD	4	aux
Tyler	NNP	4	nsubj
see	VB	0	ROOT
downstairs	NNS	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Tyler', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	What did Tyler see downstairs?	790d9cb4-4832-49e8-8137-331e79a4b9e6_Q2	790d9cb4-4832-49e8-8137-331e79a4b9e6
"(ROOT
  (SBARQ
    (WHNP
      (WHADJP (WRB How) (JJ many))
      (NNS presents))
    (SQ (VBD did)
      (NP (NNP Tyler))
      (VP (VB open)))
    (. ?)))"	"How	WRB	2	advmod
many	JJ	3	amod
presents	NNS	6	dobj
did	VBD	6	aux
Tyler	NNP	6	nsubj
open	VB	0	ROOT
?	.	6	punct
"	"[{'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Tyler', 'characterOffsetBegin': 22, 'characterOffsetEnd': 27, 'ner': 'PERSON'}]"	How many presents did Tyler open?	790d9cb4-4832-49e8-8137-331e79a4b9e6_Q3	790d9cb4-4832-49e8-8137-331e79a4b9e6
