const_parse	dep_parse	ner	sentence	sentenceid	storyid	storytitle
"(ROOT
  (SINV
    (S
      (NP (PRP$ His) (NN congregation))
      (VP (VBD was)
        (ADJP (JJ delighted)
          (CC and)
          (RB so))))
    (VP (VBD was))
    (NP (PRP he))
    (. .)))"	"His	PRP$	2	nmod:poss
congregation	NN	4	nsubj
was	VBD	4	cop
delighted	JJ	0	ROOT
and	CC	4	cc
so	RB	7	advmod
was	VBD	4	conj
he	PRP	7	nsubj
.	.	4	punct
"	"[{'docTokenBegin': 50, 'docTokenEnd': 51, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'His', 'characterOffsetBegin': 233, 'characterOffsetEnd': 236, 'ner': 'PERSON'}, {'docTokenBegin': 57, 'docTokenEnd': 58, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'he', 'characterOffsetBegin': 275, 'characterOffsetEnd': 277, 'ner': 'PERSON'}]"	His congregation was delighted and so was he.	c71bb23b-7731-4233-8298-76ba6886cee1_4	c71bb23b-7731-4233-8298-76ba6886cee1	Overcoming shortcomings
"(ROOT
  (S
    (NP
      (NP (NNP Melody) (POS 's))
      (NNS parents))
    (VP (VBD surprised)
      (NP (PRP her))
      (PP (IN with)
        (NP (DT a) (NN trip)))
      (PP (TO to)
        (NP (DT the) (JJ big) (NN aquarium))))
    (. .)))"	"Melody	NNP	3	nmod:poss
's	POS	1	case
parents	NNS	4	nsubj
surprised	VBD	0	ROOT
her	PRP	4	dobj
with	IN	8	case
a	DT	8	det
trip	NN	4	nmod
to	TO	12	case
the	DT	12	det
big	JJ	12	amod
aquarium	NN	8	nmod
.	.	4	punct
"	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Melody', 'characterOffsetBegin': 0, 'characterOffsetEnd': 6, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'her', 'characterOffsetBegin': 27, 'characterOffsetEnd': 30, 'ner': 'PERSON'}]"	Melody's parents surprised her with a trip to the big aquarium.	4d7b022e-25d2-4300-a9b0-24ab35f4045b_0	4d7b022e-25d2-4300-a9b0-24ab35f4045b	Melody's trip to the aquarium.
"(ROOT
  (S
    (NP (NNP Melody))
    (VP (VBD took)
      (NP (DT a) (NN nap))
      (PP (IN during)
        (NP (DT the) (CD two) (NN hour) (NN car) (NN ride)))
      (PP (TO to)
        (NP (DT the) (NN aquarium))))
    (. .)))"	"Melody	NNP	2	nsubj
took	VBD	0	ROOT
a	DT	4	det
nap	NN	2	dobj
during	IN	10	case
the	DT	10	det
two	CD	10	nummod
hour	NN	10	compound
car	NN	10	compound
ride	NN	2	nmod
to	TO	13	case
the	DT	13	det
aquarium	NN	10	nmod
.	.	2	punct
"	"[{'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Melody', 'characterOffsetBegin': 64, 'characterOffsetEnd': 70, 'ner': 'PERSON'}, {'docTokenBegin': 18, 'docTokenEnd': 21, 'tokenBegin': 5, 'tokenEnd': 8, 'text': 'the two hour', 'characterOffsetBegin': 89, 'characterOffsetEnd': 101, 'ner': 'DURATION', 'normalizedNER': 'PT2H', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'PT2H'}}]"	Melody took a nap during the two hour car ride to the aquarium.	4d7b022e-25d2-4300-a9b0-24ab35f4045b_1	4d7b022e-25d2-4300-a9b0-24ab35f4045b	Melody's trip to the aquarium.
"(ROOT
  (S
    (SBAR
      (WHADVP (WRB When))
      (S
        (NP (PRP they))
        (VP (VBD arrived))))
    (, ,)
    (NP (NNP Melody))
    (VP (VBD was)
      (ADJP (JJ energetic)
        (CC and)
        (JJ excited)))
    (. .)))"	"When	WRB	3	advmod
they	PRP	3	nsubj
arrived	VBD	7	advcl
,	,	7	punct
Melody	NNP	7	nsubj
was	VBD	7	cop
energetic	JJ	0	ROOT
and	CC	7	cc
excited	JJ	7	conj
.	.	7	punct
"	"[{'docTokenBegin': 31, 'docTokenEnd': 32, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Melody', 'characterOffsetBegin': 147, 'characterOffsetEnd': 153, 'ner': 'PERSON'}]"	"When they arrived, Melody was energetic and excited."	4d7b022e-25d2-4300-a9b0-24ab35f4045b_2	4d7b022e-25d2-4300-a9b0-24ab35f4045b	Melody's trip to the aquarium.
"(ROOT
  (S
    (PP (IN At)
      (NP (DT the) (NN aquarium)))
    (NP (NNP Melody))
    (VP (VBD saw)
      (NP
        (NP (NNS sharks))
        (, ,)
        (NP (JJ tropical) (NN fish))
        (CC and)
        (NP (JJ many) (NNS others))))
    (. .)))"	"At	IN	4	case
the	DT	4	det
aquarium	NN	4	compound
Melody	NNP	5	nmod
saw	VBD	0	ROOT
sharks	NNS	5	dobj
,	,	6	punct
tropical	JJ	9	amod
fish	NN	6	conj
and	CC	6	cc
many	JJ	12	amod
others	NNS	6	conj
.	.	5	punct
"	"[{'docTokenBegin': 40, 'docTokenEnd': 41, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Melody', 'characterOffsetBegin': 197, 'characterOffsetEnd': 203, 'ner': 'PERSON'}]"	"At the aquarium Melody saw sharks, tropical fish and many others."	4d7b022e-25d2-4300-a9b0-24ab35f4045b_3	4d7b022e-25d2-4300-a9b0-24ab35f4045b	Melody's trip to the aquarium.
"(ROOT
  (S
    (PP (IN After)
      (NP
        (NP (CD five) (NNS hours))
        (PP (IN at)
          (NP (DT the) (NN aquarium)))))
    (, ,)
    (NP
      (NP (NNP Melody))
      (CC and)
      (NP (PRP$ her) (NN family)))
    (VP (VBD drove)
      (NP (NN home)))
    (. .)))"	"After	IN	3	case
five	CD	3	nummod
hours	NNS	12	nmod
at	IN	6	case
the	DT	6	det
aquarium	NN	3	nmod
,	,	12	punct
Melody	NNP	12	nsubj
and	CC	8	cc
her	PRP$	11	nmod:poss
family	NN	8	conj
drove	VBD	0	ROOT
home	NN	12	advmod
.	.	12	punct
"	"[{'docTokenBegin': 51, 'docTokenEnd': 53, 'tokenBegin': 1, 'tokenEnd': 3, 'text': 'five hours', 'characterOffsetBegin': 253, 'characterOffsetEnd': 263, 'ner': 'DURATION', 'normalizedNER': 'PT5H', 'timex': {'tid': 't2', 'type': 'DURATION', 'value': 'PT5H'}}, {'docTokenBegin': 57, 'docTokenEnd': 58, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'Melody', 'characterOffsetBegin': 281, 'characterOffsetEnd': 287, 'ner': 'PERSON'}, {'docTokenBegin': 59, 'docTokenEnd': 60, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'her', 'characterOffsetBegin': 292, 'characterOffsetEnd': 295, 'ner': 'PERSON'}]"	"After five hours at the aquarium, Melody and her family drove home."	4d7b022e-25d2-4300-a9b0-24ab35f4045b_4	4d7b022e-25d2-4300-a9b0-24ab35f4045b	Melody's trip to the aquarium.
"(ROOT
  (S
    (NP (DT The) (NN math) (NN teacher))
    (VP (VBD announced)
      (SBAR
        (S
          (NP
            (NP (DT a) (NN pop) (NN quiz))
            (PP (IN as)
              (NP (NN class))))
          (VP (VBD began)))))
    (. .)))"	"The	DT	3	det
math	NN	3	compound
teacher	NN	4	nsubj
announced	VBD	0	ROOT
a	DT	7	det
pop	NN	7	compound
quiz	NN	4	dobj
as	IN	10	mark
class	NN	10	nsubj
began	VBD	7	acl:relcl
.	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'teacher', 'characterOffsetBegin': 9, 'characterOffsetEnd': 16, 'ner': 'TITLE'}]"	The math teacher announced a pop quiz as class began.	8036c905-f23e-4976-83a1-85d679b5e0c2_0	8036c905-f23e-4976-83a1-85d679b5e0c2	Pop Quiz
"(ROOT
  (S
    (SBAR (IN While)
      (S
        (NP (DT some) (NNS students))
        (VP (VBD complained))))
    (, ,)
    (NP (PRP he))
    (VP (VBD began)
      (S
        (VP (VBG passing)
          (PRT (RP out))
          (NP (DT the) (NN quiz)))))
    (. .)))"	"While	IN	4	mark
some	DT	3	det
students	NNS	4	nsubj
complained	VBD	7	advcl
,	,	7	punct
he	PRP	7	nsubj
began	VBD	0	ROOT
passing	VBG	7	xcomp
out	RP	8	compound:prt
the	DT	11	det
quiz	NN	8	dobj
.	.	7	punct
"	"[{'docTokenBegin': 16, 'docTokenEnd': 17, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'he', 'characterOffsetBegin': 86, 'characterOffsetEnd': 88, 'ner': 'PERSON'}]"	"While some students complained, he began passing out the quiz."	8036c905-f23e-4976-83a1-85d679b5e0c2_1	8036c905-f23e-4976-83a1-85d679b5e0c2	Pop Quiz
"(ROOT
  (S
    (NP (PRP I))
    (VP
      (VP (VBD took)
        (PRT (RP out))
        (NP (PRP$ my) (NN pencil)))
      (CC and)
      (VP (VBD began)
        (S
          (VP (TO to)
            (VP (VB work))))))
    (. .)))"	"I	PRP	2	nsubj
took	VBD	0	ROOT
out	RP	2	compound:prt
my	PRP$	5	nmod:poss
pencil	NN	2	dobj
and	CC	2	cc
began	VBD	2	conj
to	TO	9	mark
work	VB	7	xcomp
.	.	2	punct
"	[]	I took out my pencil and began to work.	8036c905-f23e-4976-83a1-85d679b5e0c2_2	8036c905-f23e-4976-83a1-85d679b5e0c2	Pop Quiz
"(ROOT
  (S
    (PP (IN About)
      (ADVP
        (NP (CD 5) (NNS minutes))
        (RB later)))
    (, ,)
    (NP (PRP I))
    (VP (VBD finished))
    (. .)))"	"About	IN	2	advmod
5	CD	3	nummod
minutes	NNS	4	nmod:npmod
later	RB	7	advmod
,	,	7	punct
I	PRP	7	nsubj
finished	VBD	0	ROOT
.	.	7	punct
"	"[{'docTokenBegin': 33, 'docTokenEnd': 37, 'tokenBegin': 0, 'tokenEnd': 4, 'text': 'About 5 minutes later', 'characterOffsetBegin': 157, 'characterOffsetEnd': 178, 'ner': 'DATE', 'normalizedNER': 'OFFSET PT5M', 'timex': {'tid': 't1', 'type': 'DATE', 'altValue': 'OFFSET PT5M'}}]"	"About 5 minutes later, I finished."	8036c905-f23e-4976-83a1-85d679b5e0c2_3	8036c905-f23e-4976-83a1-85d679b5e0c2	Pop Quiz
"(ROOT
  (S
    (NP (PRP I))
    (VP
      (VP (VBD stood)
        (PRT (RP up))
        (NP
          (NP (NN feeling))
          (ADJP (JJ confident))))
      (CC and)
      (VP (VBD turned)
        (NP (PRP it))
        (PP (IN in))))
    (. .)))"	"I	PRP	2	nsubj
stood	VBD	0	ROOT
up	RP	2	compound:prt
feeling	NN	5	nmod:npmod
confident	JJ	2	xcomp
and	CC	2	cc
turned	VBD	2	conj
it	PRP	7	dobj
in	IN	7	compound:prt
.	.	2	punct
"	[]	I stood up feeling confident and turned it in.	8036c905-f23e-4976-83a1-85d679b5e0c2_4	8036c905-f23e-4976-83a1-85d679b5e0c2	Pop Quiz
"(ROOT
  (S
    (NP
      (NP (PRP$ My) (JJ first) (NN girlfriend))
      (NP (FW i)))
    (VP (VBN met)
      (PP (IN on)
        (NP (DT the) (NN internet))))
    (. .)))"	"My	PRP$	4	nmod:poss
first	JJ	4	amod
girlfriend	NN	4	compound
i	FW	5	nsubj
met	VBN	0	ROOT
on	IN	8	case
the	DT	8	det
internet	NN	5	nmod
.	.	5	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'first', 'characterOffsetBegin': 3, 'characterOffsetEnd': 8, 'ner': 'ORDINAL', 'normalizedNER': '1.0'}]"	My first girlfriend i met on the internet.	77338898-07d4-4143-8451-284540c8b082_0	77338898-07d4-4143-8451-284540c8b082	My first girlfriend
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBZ lives)
      (PP (IN about)
        (ADVP
          (NP (CD 4) (NNS hours))
          (RB away)))
      (PP (IN from)
        (NP (PRP me))))
    (. .)))"	"She	PRP	2	nsubj
lives	VBZ	0	ROOT
about	IN	4	advmod
4	CD	5	nummod
hours	NNS	6	nmod:npmod
away	RB	2	advmod
from	IN	8	case
me	PRP	2	nmod
.	.	2	punct
"	"[{'docTokenBegin': 11, 'docTokenEnd': 14, 'tokenBegin': 2, 'tokenEnd': 5, 'text': 'about 4 hours', 'characterOffsetBegin': 53, 'characterOffsetEnd': 66, 'ner': 'DURATION', 'normalizedNER': 'PT4H', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'PT4H'}}, {'docTokenBegin': 9, 'docTokenEnd': 10, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 43, 'characterOffsetEnd': 46, 'ner': 'PERSON'}]"	She lives about 4 hours away from me.	77338898-07d4-4143-8451-284540c8b082_1	77338898-07d4-4143-8451-284540c8b082	My first girlfriend
"(ROOT
  (S
    (ADVP (RB Finally))
    (PP (IN after)
      (NP (CD 2) (NNS years)))
    (NP (PRP we))
    (VP (VBD met)
      (NP (DT each) (JJ other)))
    (. .)))"	"Finally	RB	6	advmod
after	IN	4	case
2	CD	4	nummod
years	NNS	6	nmod
we	PRP	6	nsubj
met	VBD	0	ROOT
each	DT	8	det
other	JJ	6	dobj
.	.	6	punct
"	"[{'docTokenBegin': 20, 'docTokenEnd': 22, 'tokenBegin': 2, 'tokenEnd': 4, 'text': '2 years', 'characterOffsetBegin': 95, 'characterOffsetEnd': 102, 'ner': 'DURATION', 'normalizedNER': 'P2Y', 'timex': {'tid': 't2', 'type': 'DURATION', 'value': 'P2Y'}}]"	Finally after 2 years we met each other.	77338898-07d4-4143-8451-284540c8b082_2	77338898-07d4-4143-8451-284540c8b082	My first girlfriend
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD stayed)
      (PP (IN with)
        (NP (PRP me)))
      (PP (IN for)
        (NP
          (NP (DT a) (NN week))
          (CC or)
          (NP (CD two)))))
    (. .)))"	"She	PRP	2	nsubj
stayed	VBD	0	ROOT
with	IN	4	case
me	PRP	2	nmod
for	IN	7	case
a	DT	7	det
week	NN	2	nmod
or	CC	9	cc
two	CD	7	nummod
.	.	2	punct
"	"[{'docTokenBegin': 32, 'docTokenEnd': 34, 'tokenBegin': 5, 'tokenEnd': 7, 'text': 'a week', 'characterOffsetBegin': 145, 'characterOffsetEnd': 151, 'ner': 'DURATION', 'normalizedNER': 'P1W', 'timex': {'tid': 't3', 'type': 'DURATION', 'value': 'P1W'}}, {'docTokenBegin': 35, 'docTokenEnd': 36, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'two', 'characterOffsetBegin': 155, 'characterOffsetEnd': 158, 'ner': 'NUMBER', 'normalizedNER': '2.0'}, {'docTokenBegin': 27, 'docTokenEnd': 28, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 122, 'characterOffsetEnd': 125, 'ner': 'PERSON'}]"	She stayed with me for a week or two.	77338898-07d4-4143-8451-284540c8b082_3	77338898-07d4-4143-8451-284540c8b082	My first girlfriend
"(ROOT
  (S
    (NP (PRP We))
    (VP (VBD decided)
      (SBAR
        (S
          (NP (PRP we))
          (VP (MD could) (RB n't)
            (VP (VB be)
              (ADVP (RB apart) (RB so)
                (SBAR
                  (S
                    (NP (PRP she))
                    (VP (VBD moved)
                      (PP (IN in)
                        (PP (IN with)
                          (NP (PRP me)))))))))))))
    (. .)))"	"We	PRP	2	nsubj
decided	VBD	0	ROOT
we	PRP	10	nsubj
could	MD	10	aux
n't	RB	10	neg
be	VB	10	cop
apart	RB	8	advmod
so	RB	10	advmod
she	PRP	10	nsubj
moved	VBD	2	ccomp
in	IN	10	compound:prt
with	IN	13	case
me	PRP	10	nmod
.	.	2	punct
"	"[{'docTokenBegin': 45, 'docTokenEnd': 46, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'she', 'characterOffsetBegin': 195, 'characterOffsetEnd': 198, 'ner': 'PERSON'}]"	We decided we couldn't be apart so she moved in with me.	77338898-07d4-4143-8451-284540c8b082_4	77338898-07d4-4143-8451-284540c8b082	My first girlfriend
"(ROOT
  (S
    (NP (PRP I))
    (VP (VBD got)
      (NP
        (NP (NNP Charlie) (NNP Horse))
        (SBAR
          (WHADVP (WRB when))
          (S
            (NP (PRP I))
            (VP (VBD was)
              (ADJP
                (NP (CD four) (NNS years))
                (JJ old)))))))
    (. .)))"	"I	PRP	2	nsubj
got	VBD	0	ROOT
Charlie	NNP	4	compound
Horse	NNP	2	dobj
when	WRB	10	advmod
I	PRP	10	nsubj
was	VBD	10	cop
four	CD	9	nummod
years	NNS	10	nmod:npmod
old	JJ	2	advcl
.	.	2	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 4, 'tokenBegin': 2, 'tokenEnd': 4, 'text': 'Charlie Horse', 'characterOffsetBegin': 6, 'characterOffsetEnd': 19, 'ner': 'PERSON'}, {'docTokenBegin': 7, 'docTokenEnd': 10, 'tokenBegin': 7, 'tokenEnd': 10, 'text': 'four years old', 'characterOffsetBegin': 31, 'characterOffsetEnd': 45, 'ner': 'DURATION', 'normalizedNER': 'P4Y', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'P4Y'}}]"	I got Charlie Horse when I was four years old.	110fafd1-2bb7-4ffe-aac7-475706165d41_0	110fafd1-2bb7-4ffe-aac7-475706165d41	Charlie Horse
"(ROOT
  (S
    (S
      (NP (PRP He))
      (VP (VBZ 's)
        (NP (DT a) (JJ brown) (VBN stuffed) (NN horse))))
    (, ,)
    (CC and)
    (ADVP (IN at)
      (NP (CD 35)))
    (S
      (NP (PRP I))
      (ADVP (RB still))
      (VP (VB sleep)
        (PP (IN with)
          (NP (PRP him)))
        (PP (IN at)
          (NP (NN night)))))
    (. .)))"	"He	PRP	6	nsubj
's	VBZ	6	cop
a	DT	6	det
brown	JJ	6	amod
stuffed	VBN	6	amod
horse	NN	0	ROOT
,	,	6	punct
and	CC	6	cc
at	IN	11	case
35	CD	11	nummod
I	PRP	13	nmod
still	RB	13	advmod
sleep	VB	6	conj
with	IN	15	case
him	PRP	13	nmod
at	IN	17	case
night	NN	13	nmod
.	.	6	punct
"	"[{'docTokenBegin': 20, 'docTokenEnd': 21, 'tokenBegin': 9, 'tokenEnd': 10, 'text': '35', 'characterOffsetBegin': 82, 'characterOffsetEnd': 84, 'ner': 'NUMBER', 'normalizedNER': '35.0'}, {'docTokenBegin': 27, 'docTokenEnd': 28, 'tokenBegin': 16, 'tokenEnd': 17, 'text': 'night', 'characterOffsetBegin': 111, 'characterOffsetEnd': 116, 'ner': 'TIME', 'normalizedNER': 'TNI', 'timex': {'tid': 't2', 'type': 'TIME', 'value': 'TNI'}}, {'docTokenBegin': 11, 'docTokenEnd': 12, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 47, 'characterOffsetEnd': 49, 'ner': 'PERSON'}, {'docTokenBegin': 25, 'docTokenEnd': 26, 'tokenBegin': 14, 'tokenEnd': 15, 'text': 'him', 'characterOffsetBegin': 104, 'characterOffsetEnd': 107, 'ner': 'PERSON'}]"	"He's a brown stuffed horse, and at 35 I still sleep with him at night."	110fafd1-2bb7-4ffe-aac7-475706165d41_1	110fafd1-2bb7-4ffe-aac7-475706165d41	Charlie Horse
"(ROOT
  (S
    (NP (PRP He))
    (VP
      (VP (VBD was)
        (NP (PRP$ my) (JJS best) (NN friend)))
      (, ,)
      (CC and)
      (ADVP (RB always))
      (VP (VBN laid)
        (PP (IN at)
          (NP
            (NP (DT the) (NN head))
            (PP (IN of)
              (NP (PRP$ my) (NN bed)))))))
    (. .)))"	"He	PRP	5	nsubj
was	VBD	5	cop
my	PRP$	5	nmod:poss
best	JJS	5	amod
friend	NN	0	ROOT
,	,	5	punct
and	CC	5	cc
always	RB	9	advmod
laid	VBN	5	conj
at	IN	12	case
the	DT	12	det
head	NN	9	nmod
of	IN	15	case
my	PRP$	15	nmod:poss
bed	NN	12	nmod
.	.	5	punct
"	"[{'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 118, 'characterOffsetEnd': 120, 'ner': 'PERSON'}]"	"He was my best friend, and always laid at the head of my bed."	110fafd1-2bb7-4ffe-aac7-475706165d41_2	110fafd1-2bb7-4ffe-aac7-475706165d41	Charlie Horse
"(ROOT
  (S
    (NP (PRP I))
    (VP (VBD laid)
      (NP (PRP him))
      (PP (IN next)
        (PP (TO to)
          (NP (PRP me))))
      (, ,)
      (S
        (VP (VBG smelling)
          (NP (PRP$ his) (JJ soft) (NN fur))
          (NP-TMP (DT every) (NN night)))))
    (. .)))"	"I	PRP	2	nsubj
laid	VBD	0	ROOT
him	PRP	2	dobj
next	IN	2	advmod
to	TO	6	case
me	PRP	4	nmod
,	,	2	punct
smelling	VBG	2	xcomp
his	PRP$	11	nmod:poss
soft	JJ	11	amod
fur	NN	8	dobj
every	DT	13	det
night	NN	8	nmod:tmod
.	.	2	punct
"	"[{'docTokenBegin': 56, 'docTokenEnd': 58, 'tokenBegin': 11, 'tokenEnd': 13, 'text': 'every night', 'characterOffsetBegin': 225, 'characterOffsetEnd': 236, 'ner': 'SET', 'timex': {'tid': 't3', 'type': 'SET', 'value': 'TNI'}}, {'docTokenBegin': 47, 'docTokenEnd': 48, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'him', 'characterOffsetBegin': 187, 'characterOffsetEnd': 190, 'ner': 'PERSON'}, {'docTokenBegin': 53, 'docTokenEnd': 54, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'his', 'characterOffsetBegin': 212, 'characterOffsetEnd': 215, 'ner': 'PERSON'}]"	"I laid him next to me, smelling his soft fur every night."	110fafd1-2bb7-4ffe-aac7-475706165d41_3	110fafd1-2bb7-4ffe-aac7-475706165d41	Charlie Horse
"(ROOT
  (S
    (NP (PRP I))
    (VP (VBD liked)
      (S
        (VP (TO to)
          (VP (VB listen)
            (PP (TO to)
              (NP (PRP$ my) (NN radio)))
            (SBAR (IN as)
              (S
                (NP (PRP I))
                (VP (VBD fell)
                  (ADJP (RB asleep))
                  (S
                    (VP (VBG cuddling)
                      (NP (PRP him)))))))))))
    (. .)))"	"I	PRP	2	nsubj
liked	VBD	0	ROOT
to	TO	4	mark
listen	VB	2	xcomp
to	TO	7	case
my	PRP$	7	nmod:poss
radio	NN	4	nmod
as	IN	10	mark
I	PRP	10	nsubj
fell	VBD	4	advcl
asleep	RB	12	advmod
cuddling	VBG	10	xcomp
him	PRP	12	dobj
.	.	2	punct
"	"[{'docTokenBegin': 71, 'docTokenEnd': 72, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'him', 'characterOffsetBegin': 294, 'characterOffsetEnd': 297, 'ner': 'PERSON'}]"	I liked to listen to my radio as I fell asleep cuddling him.	110fafd1-2bb7-4ffe-aac7-475706165d41_4	110fafd1-2bb7-4ffe-aac7-475706165d41	Charlie Horse
"(ROOT
  (S
    (NP (NNP Laura))
    (VP (VBD loved)
      (NP (NN corn)))
    (. .)))"	"Laura	NNP	2	nsubj
loved	VBD	0	ROOT
corn	NN	2	dobj
.	.	2	punct
"	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Laura', 'characterOffsetBegin': 0, 'characterOffsetEnd': 5, 'ner': 'PERSON'}]"	Laura loved corn.	13573c2e-5eed-40eb-bbe5-ed259b5c76a6_0	13573c2e-5eed-40eb-bbe5-ed259b5c76a6	Corn
"(ROOT
  (S (IN So)
    (NP (PRP she))
    (VP (VBD decided)
      (S
        (VP (TO to)
          (VP (VB grow)
            (NP
              (NP (DT some))
              (PP (IN in)
                (NP (PRP$ her) (NN backyard))))))))
    (. .)))"	"So	IN	3	dep
she	PRP	3	nsubj
decided	VBD	0	ROOT
to	TO	5	mark
grow	VB	3	xcomp
some	DT	5	dobj
in	IN	9	case
her	PRP$	9	nmod:poss
backyard	NN	5	nmod
.	.	3	punct
"	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'she', 'characterOffsetBegin': 21, 'characterOffsetEnd': 24, 'ner': 'PERSON'}, {'docTokenBegin': 11, 'docTokenEnd': 12, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'her', 'characterOffsetBegin': 49, 'characterOffsetEnd': 52, 'ner': 'PERSON'}]"	So she decided to grow some in her backyard.	13573c2e-5eed-40eb-bbe5-ed259b5c76a6_1	13573c2e-5eed-40eb-bbe5-ed259b5c76a6	Corn
"(ROOT
  (S
    (NP
      (NP (DT The) (JJ whole) (NN process))
      (PP (IN of)
        (S
          (VP (VBG growing)
            (NP (PRP them))))))
    (VP (VBD made)
      (S
        (NP (PRP$ her) (JJ very))
        (ADJP (JJ excited))))
    (. .)))"	"The	DT	3	det
whole	JJ	3	amod
process	NN	7	nsubj
of	IN	5	mark
growing	VBG	3	acl
them	PRP	5	dobj
made	VBD	0	ROOT
her	PRP$	10	nmod:poss
very	JJ	10	amod
excited	JJ	7	dobj
.	.	7	punct
"	"[{'docTokenBegin': 21, 'docTokenEnd': 22, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'her', 'characterOffsetBegin': 102, 'characterOffsetEnd': 105, 'ner': 'PERSON'}]"	The whole process of growing them made her very excited.	13573c2e-5eed-40eb-bbe5-ed259b5c76a6_2	13573c2e-5eed-40eb-bbe5-ed259b5c76a6	Corn
"(ROOT
  (S (CC But)
    (NP (PRP she))
    (VP (VBD realized)
      (SBAR (IN that)
        (S
          (NP (PRP they))
          (VP (VBD required)
            (NP
              (ADJP (RB too) (JJ much))
              (NN water))))))
    (. .)))"	"But	CC	3	cc
she	PRP	3	nsubj
realized	VBD	0	ROOT
that	IN	6	mark
they	PRP	6	nsubj
required	VBD	3	ccomp
too	RB	8	advmod
much	JJ	9	amod
water	NN	6	dobj
.	.	3	punct
"	"[{'docTokenBegin': 26, 'docTokenEnd': 27, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'she', 'characterOffsetBegin': 124, 'characterOffsetEnd': 127, 'ner': 'PERSON'}]"	But she realized that they required too much water.	13573c2e-5eed-40eb-bbe5-ed259b5c76a6_3	13573c2e-5eed-40eb-bbe5-ed259b5c76a6	Corn
"(ROOT
  (S (RB So)
    (NP (NNP Laura))
    (VP
      (ADVP (RB quickly))
      (VBD abandoned)
      (NP (PRP$ her) (NN corn) (NN garden) (NN idea)))
    (. .)))"	"So	RB	4	advmod
Laura	NNP	4	nsubj
quickly	RB	4	advmod
abandoned	VBD	0	ROOT
her	PRP$	8	nmod:poss
corn	NN	8	compound
garden	NN	8	compound
idea	NN	4	dobj
.	.	4	punct
"	"[{'docTokenBegin': 36, 'docTokenEnd': 37, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Laura', 'characterOffsetBegin': 175, 'characterOffsetEnd': 180, 'ner': 'PERSON'}, {'docTokenBegin': 39, 'docTokenEnd': 40, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'her', 'characterOffsetBegin': 199, 'characterOffsetEnd': 202, 'ner': 'PERSON'}]"	So Laura quickly abandoned her corn garden idea.	13573c2e-5eed-40eb-bbe5-ed259b5c76a6_4	13573c2e-5eed-40eb-bbe5-ed259b5c76a6	Corn
