sentence	sentenceid	storyid	storytitle	ner
The couple took a romantic trip to the lake.	6ebc8d48-029b-4f00-89b3-773ce802825e_0	6ebc8d48-029b-4f00-89b3-773ce802825e	The Lake	[]
They stayed in a nice cabin by the water.	6ebc8d48-029b-4f00-89b3-773ce802825e_1	6ebc8d48-029b-4f00-89b3-773ce802825e	The Lake	[]
They went boating and relaxed in the hammock.	6ebc8d48-029b-4f00-89b3-773ce802825e_2	6ebc8d48-029b-4f00-89b3-773ce802825e	The Lake	[]
They were happy to reconnect with each other.	6ebc8d48-029b-4f00-89b3-773ce802825e_3	6ebc8d48-029b-4f00-89b3-773ce802825e	The Lake	[]
"When they returned home, they decided to buy a lake house."	6ebc8d48-029b-4f00-89b3-773ce802825e_4	6ebc8d48-029b-4f00-89b3-773ce802825e	The Lake	[]
The family planned their first trip to Universal Studios.	5e76713f-92b2-4a5d-8f8d-510fde45705c_0	5e76713f-92b2-4a5d-8f8d-510fde45705c	Universal Studios	"[{'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'first', 'characterOffsetBegin': 25, 'characterOffsetEnd': 30, 'ner': 'ORDINAL', 'normalizedNER': '1.0'}, {'docTokenBegin': 7, 'docTokenEnd': 9, 'tokenBegin': 7, 'tokenEnd': 9, 'text': 'Universal Studios', 'characterOffsetBegin': 39, 'characterOffsetEnd': 56, 'ner': 'ORGANIZATION'}]"
They were excited to go on all the rides.	5e76713f-92b2-4a5d-8f8d-510fde45705c_1	5e76713f-92b2-4a5d-8f8d-510fde45705c	Universal Studios	[]
They saw a lot of the characters.	5e76713f-92b2-4a5d-8f8d-510fde45705c_2	5e76713f-92b2-4a5d-8f8d-510fde45705c	Universal Studios	[]
They spent three days in the park.	5e76713f-92b2-4a5d-8f8d-510fde45705c_3	5e76713f-92b2-4a5d-8f8d-510fde45705c	Universal Studios	"[{'docTokenBegin': 30, 'docTokenEnd': 32, 'tokenBegin': 2, 'tokenEnd': 4, 'text': 'three days', 'characterOffsetBegin': 145, 'characterOffsetEnd': 155, 'ner': 'DURATION', 'normalizedNER': 'P3D', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'P3D'}}]"
They were sad to come home.	5e76713f-92b2-4a5d-8f8d-510fde45705c_4	5e76713f-92b2-4a5d-8f8d-510fde45705c	Universal Studios	[]
I went to a restaurant.	712702cc-f042-4ca5-84dc-ada756cc8959_0	712702cc-f042-4ca5-84dc-ada756cc8959	Ketchup on fries	[]
I ordered fries.	712702cc-f042-4ca5-84dc-ada756cc8959_1	712702cc-f042-4ca5-84dc-ada756cc8959	Ketchup on fries	[]
They put ketchup on the fries.	712702cc-f042-4ca5-84dc-ada756cc8959_2	712702cc-f042-4ca5-84dc-ada756cc8959	Ketchup on fries	[]
I was furious at the awful site.	712702cc-f042-4ca5-84dc-ada756cc8959_3	712702cc-f042-4ca5-84dc-ada756cc8959	Ketchup on fries	[]
"After complaining, I was given delicious, ketchup free fries."	712702cc-f042-4ca5-84dc-ada756cc8959_4	712702cc-f042-4ca5-84dc-ada756cc8959	Ketchup on fries	[]
The woman decided to start a new hobby.	61550fe1-c17d-4b94-b225-941026bdb68e_0	61550fe1-c17d-4b94-b225-941026bdb68e	The Craft	[]
She went to the craft store and picked out some supplies.	61550fe1-c17d-4b94-b225-941026bdb68e_1	61550fe1-c17d-4b94-b225-941026bdb68e	The Craft	"[{'docTokenBegin': 9, 'docTokenEnd': 10, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 40, 'characterOffsetEnd': 43, 'ner': 'PERSON'}]"
She went home and created an amazing masterpiece.	61550fe1-c17d-4b94-b225-941026bdb68e_2	61550fe1-c17d-4b94-b225-941026bdb68e	The Craft	"[{'docTokenBegin': 21, 'docTokenEnd': 22, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 98, 'characterOffsetEnd': 101, 'ner': 'PERSON'}]"
She was very proud of her work.	61550fe1-c17d-4b94-b225-941026bdb68e_3	61550fe1-c17d-4b94-b225-941026bdb68e	The Craft	"[{'docTokenBegin': 30, 'docTokenEnd': 31, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 148, 'characterOffsetEnd': 151, 'ner': 'PERSON'}, {'docTokenBegin': 35, 'docTokenEnd': 36, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'her', 'characterOffsetBegin': 170, 'characterOffsetEnd': 173, 'ner': 'PERSON'}]"
She displayed it in her kitchen.	61550fe1-c17d-4b94-b225-941026bdb68e_4	61550fe1-c17d-4b94-b225-941026bdb68e	The Craft	"[{'docTokenBegin': 38, 'docTokenEnd': 39, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 180, 'characterOffsetEnd': 183, 'ner': 'PERSON'}, {'docTokenBegin': 42, 'docTokenEnd': 43, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'her', 'characterOffsetBegin': 200, 'characterOffsetEnd': 203, 'ner': 'PERSON'}]"
Alyssa got to the beach after a long trip.	mc500.train.0_0	mc500.train.0		"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Alyssa', 'characterOffsetBegin': 0, 'characterOffsetEnd': 6, 'ner': 'PERSON'}]"
She's from Charlotte.	mc500.train.0_1	mc500.train.0		"[{'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Charlotte', 'characterOffsetBegin': 54, 'characterOffsetEnd': 63, 'ner': 'CITY'}, {'docTokenBegin': 10, 'docTokenEnd': 11, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 43, 'characterOffsetEnd': 46, 'ner': 'PERSON'}]"
She traveled from Atlanta.	mc500.train.0_2	mc500.train.0		"[{'docTokenBegin': 18, 'docTokenEnd': 19, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Atlanta', 'characterOffsetBegin': 83, 'characterOffsetEnd': 90, 'ner': 'CITY'}, {'docTokenBegin': 15, 'docTokenEnd': 16, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 65, 'characterOffsetEnd': 68, 'ner': 'PERSON'}]"
She's now in Miami.	mc500.train.0_3	mc500.train.0		"[{'docTokenBegin': 22, 'docTokenEnd': 23, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'now', 'characterOffsetBegin': 98, 'characterOffsetEnd': 101, 'ner': 'DATE', 'normalizedNER': 'PRESENT_REF', 'timex': {'tid': 't1', 'type': 'DATE', 'value': 'PRESENT_REF'}}, {'docTokenBegin': 24, 'docTokenEnd': 25, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Miami', 'characterOffsetBegin': 105, 'characterOffsetEnd': 110, 'ner': 'CITY'}, {'docTokenBegin': 20, 'docTokenEnd': 21, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 92, 'characterOffsetEnd': 95, 'ner': 'PERSON'}]"
She went to Miami to visit some friends.	mc500.train.0_4	mc500.train.0		"[{'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Miami', 'characterOffsetBegin': 124, 'characterOffsetEnd': 129, 'ner': 'CITY'}, {'docTokenBegin': 26, 'docTokenEnd': 27, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 112, 'characterOffsetEnd': 115, 'ner': 'PERSON'}]"
"But she wanted some time to herself at the beach, so she went there first."	mc500.train.0_5	mc500.train.0		"[{'docTokenBegin': 50, 'docTokenEnd': 51, 'tokenBegin': 15, 'tokenEnd': 16, 'text': 'first', 'characterOffsetBegin': 221, 'characterOffsetEnd': 226, 'ner': 'ORDINAL', 'normalizedNER': '1.0'}, {'docTokenBegin': 36, 'docTokenEnd': 37, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'she', 'characterOffsetBegin': 157, 'characterOffsetEnd': 160, 'ner': 'PERSON'}, {'docTokenBegin': 47, 'docTokenEnd': 48, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'she', 'characterOffsetBegin': 206, 'characterOffsetEnd': 209, 'ner': 'PERSON'}]"
"After going swimming and laying out, she went to her friend Ellen's house."	mc500.train.0_6	mc500.train.0		"[{'docTokenBegin': 64, 'docTokenEnd': 65, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'Ellen', 'characterOffsetBegin': 288, 'characterOffsetEnd': 293, 'ner': 'PERSON'}, {'docTokenBegin': 59, 'docTokenEnd': 60, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'she', 'characterOffsetBegin': 265, 'characterOffsetEnd': 268, 'ner': 'PERSON'}, {'docTokenBegin': 62, 'docTokenEnd': 63, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'her', 'characterOffsetBegin': 277, 'characterOffsetEnd': 280, 'ner': 'PERSON'}]"
Ellen greeted Alyssa and they both had some lemonade to drink.	mc500.train.0_7	mc500.train.0		"[{'docTokenBegin': 68, 'docTokenEnd': 69, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Ellen', 'characterOffsetBegin': 303, 'characterOffsetEnd': 308, 'ner': 'PERSON'}, {'docTokenBegin': 70, 'docTokenEnd': 71, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 317, 'characterOffsetEnd': 323, 'ner': 'PERSON'}]"
Alyssa called her friends Kristin and Rachel to meet at Ellen's house.	mc500.train.0_8	mc500.train.0		"[{'docTokenBegin': 80, 'docTokenEnd': 81, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Alyssa', 'characterOffsetBegin': 366, 'characterOffsetEnd': 372, 'ner': 'PERSON'}, {'docTokenBegin': 84, 'docTokenEnd': 85, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Kristin', 'characterOffsetBegin': 392, 'characterOffsetEnd': 399, 'ner': 'PERSON'}, {'docTokenBegin': 86, 'docTokenEnd': 87, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Rachel', 'characterOffsetBegin': 404, 'characterOffsetEnd': 410, 'ner': 'PERSON'}, {'docTokenBegin': 90, 'docTokenEnd': 91, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'Ellen', 'characterOffsetBegin': 422, 'characterOffsetEnd': 427, 'ner': 'PERSON'}, {'docTokenBegin': 82, 'docTokenEnd': 83, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 380, 'characterOffsetEnd': 383, 'ner': 'PERSON'}]"
The girls traded stories and caught up on their lives.	mc500.train.0_9	mc500.train.0		[]
It was a happy time for everyone.	mc500.train.0_10	mc500.train.0		[]
The girls went to a restaurant for dinner.	mc500.train.0_11	mc500.train.0		[]
The restaurant had a special on catfish.	mc500.train.0_12	mc500.train.0		[]
Alyssa enjoyed the restaurant's special.	mc500.train.0_13	mc500.train.0		"[{'docTokenBegin': 130, 'docTokenEnd': 131, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Alyssa', 'characterOffsetBegin': 610, 'characterOffsetEnd': 616, 'ner': 'PERSON'}]"
Ellen ordered a salad.	mc500.train.0_14	mc500.train.0		"[{'docTokenBegin': 137, 'docTokenEnd': 138, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Ellen', 'characterOffsetBegin': 651, 'characterOffsetEnd': 656, 'ner': 'PERSON'}]"
Kristin had soup.	mc500.train.0_15	mc500.train.0		"[{'docTokenBegin': 142, 'docTokenEnd': 143, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Kristin', 'characterOffsetBegin': 674, 'characterOffsetEnd': 681, 'ner': 'PERSON'}]"
Rachel had a steak.	mc500.train.0_16	mc500.train.0		"[{'docTokenBegin': 146, 'docTokenEnd': 147, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Rachel', 'characterOffsetBegin': 692, 'characterOffsetEnd': 698, 'ner': 'PERSON'}]"
"After eating, the ladies went back to Ellen's house to have fun."	mc500.train.0_17	mc500.train.0		"[{'docTokenBegin': 159, 'docTokenEnd': 160, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'Ellen', 'characterOffsetBegin': 750, 'characterOffsetEnd': 755, 'ner': 'PERSON'}]"
They had lots of fun.	mc500.train.0_18	mc500.train.0		[]
They stayed the night because they were tired.	mc500.train.0_19	mc500.train.0		"[{'docTokenBegin': 175, 'docTokenEnd': 176, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'night', 'characterOffsetBegin': 815, 'characterOffsetEnd': 820, 'ner': 'TIME', 'normalizedNER': 'TNI', 'timex': {'tid': 't2', 'type': 'TIME', 'value': 'TNI'}}]"
Alyssa was happy to spend time with her friends again.	mc500.train.0_20	mc500.train.0		"[{'docTokenBegin': 181, 'docTokenEnd': 182, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Alyssa', 'characterOffsetBegin': 846, 'characterOffsetEnd': 852, 'ner': 'PERSON'}, {'docTokenBegin': 188, 'docTokenEnd': 189, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'her', 'characterOffsetBegin': 882, 'characterOffsetEnd': 885, 'ner': 'PERSON'}]"
Kelly woke up one morning and went outside to her back yard.	mc500.train.18_0	mc500.train.18		"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Kelly', 'characterOffsetBegin': 0, 'characterOffsetEnd': 5, 'ner': 'PERSON'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'one', 'characterOffsetBegin': 14, 'characterOffsetEnd': 17, 'ner': 'NUMBER', 'normalizedNER': '1.0'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'morning', 'characterOffsetBegin': 18, 'characterOffsetEnd': 25, 'ner': 'TIME', 'normalizedNER': 'TMO', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'TMO'}}, {'docTokenBegin': 9, 'docTokenEnd': 10, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'her', 'characterOffsetBegin': 46, 'characterOffsetEnd': 49, 'ner': 'PERSON'}]"
She was in a hurry because it was Mother's Day and she had to collect flowers before her mom woke up to give to her as a present.	mc500.train.18_1	mc500.train.18		"[{'docTokenBegin': 21, 'docTokenEnd': 24, 'tokenBegin': 8, 'tokenEnd': 11, 'text': ""Mother's Day"", 'characterOffsetBegin': 95, 'characterOffsetEnd': 107, 'ner': 'DATE', 'normalizedNER': 'MOTHERS_DAY', 'timex': {'tid': 't2', 'type': 'DATE', 'value': 'MOTHERS_DAY'}}, {'docTokenBegin': 41, 'docTokenEnd': 42, 'tokenBegin': 28, 'tokenEnd': 29, 'text': 'present', 'characterOffsetBegin': 182, 'characterOffsetEnd': 189, 'ner': 'DATE', 'normalizedNER': 'PRESENT_REF', 'timex': {'tid': 't3', 'type': 'DATE', 'value': 'PRESENT_REF'}}, {'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 61, 'characterOffsetEnd': 64, 'ner': 'PERSON'}, {'docTokenBegin': 25, 'docTokenEnd': 26, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'she', 'characterOffsetBegin': 112, 'characterOffsetEnd': 115, 'ner': 'PERSON'}, {'docTokenBegin': 31, 'docTokenEnd': 32, 'tokenBegin': 18, 'tokenEnd': 19, 'text': 'her', 'characterOffsetBegin': 146, 'characterOffsetEnd': 149, 'ner': 'PERSON'}, {'docTokenBegin': 38, 'docTokenEnd': 39, 'tokenBegin': 25, 'tokenEnd': 26, 'text': 'her', 'characterOffsetBegin': 173, 'characterOffsetEnd': 176, 'ner': 'PERSON'}]"
"She was going to give her mom the biggest, most beautiful bunch of flowers her mother had ever seen."	mc500.train.18_2	mc500.train.18		"[{'docTokenBegin': 43, 'docTokenEnd': 44, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 191, 'characterOffsetEnd': 194, 'ner': 'PERSON'}, {'docTokenBegin': 48, 'docTokenEnd': 49, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'her', 'characterOffsetBegin': 213, 'characterOffsetEnd': 216, 'ner': 'PERSON'}, {'docTokenBegin': 58, 'docTokenEnd': 59, 'tokenBegin': 15, 'tokenEnd': 16, 'text': 'her', 'characterOffsetBegin': 266, 'characterOffsetEnd': 269, 'ner': 'PERSON'}]"
She knew where the best flowers were in her yard.	mc500.train.18_3	mc500.train.18		"[{'docTokenBegin': 64, 'docTokenEnd': 65, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 292, 'characterOffsetEnd': 295, 'ner': 'PERSON'}, {'docTokenBegin': 72, 'docTokenEnd': 73, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'her', 'characterOffsetBegin': 332, 'characterOffsetEnd': 335, 'ner': 'PERSON'}]"
She got a lot of different sized flowers.	mc500.train.18_4	mc500.train.18		"[{'docTokenBegin': 75, 'docTokenEnd': 76, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 342, 'characterOffsetEnd': 345, 'ner': 'PERSON'}]"
"The red ones were big, the orange ones were small, and the green ones were in the middle."	mc500.train.18_5	mc500.train.18		[]
"After Kelly collected all of the flowers, she went inside and tied them together with string."	mc500.train.18_6	mc500.train.18		"[{'docTokenBegin': 106, 'docTokenEnd': 107, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Kelly', 'characterOffsetBegin': 480, 'characterOffsetEnd': 485, 'ner': 'PERSON'}, {'docTokenBegin': 113, 'docTokenEnd': 114, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'she', 'characterOffsetBegin': 516, 'characterOffsetEnd': 519, 'ner': 'PERSON'}]"
"After that, she had to hide the flowers in a secret spot."	mc500.train.18_7	mc500.train.18		"[{'docTokenBegin': 126, 'docTokenEnd': 127, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'she', 'characterOffsetBegin': 580, 'characterOffsetEnd': 583, 'ner': 'PERSON'}]"
"She hoped her baby sister Morgan, who was still in diapers, wouldn't find the flowers and eat them."	mc500.train.18_8	mc500.train.18		"[{'docTokenBegin': 142, 'docTokenEnd': 143, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Morgan', 'characterOffsetBegin': 652, 'characterOffsetEnd': 658, 'ner': 'PERSON'}, {'docTokenBegin': 137, 'docTokenEnd': 138, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 626, 'characterOffsetEnd': 629, 'ner': 'PERSON'}, {'docTokenBegin': 139, 'docTokenEnd': 140, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 636, 'characterOffsetEnd': 639, 'ner': 'PERSON'}]"
"Kelly was worried, so she hid them in a new spot that was up higher."	mc500.train.18_9	mc500.train.18		"[{'docTokenBegin': 159, 'docTokenEnd': 160, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Kelly', 'characterOffsetBegin': 726, 'characterOffsetEnd': 731, 'ner': 'PERSON'}, {'docTokenBegin': 164, 'docTokenEnd': 165, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'she', 'characterOffsetBegin': 748, 'characterOffsetEnd': 751, 'ner': 'PERSON'}]"
"Finally, her mother woke up at 8:30 AM, and Kelly was excited!"	mc500.train.18_10	mc500.train.18		"[{'docTokenBegin': 183, 'docTokenEnd': 185, 'tokenBegin': 7, 'tokenEnd': 9, 'text': '8:30 AM', 'characterOffsetBegin': 826, 'characterOffsetEnd': 833, 'ner': 'TIME', 'normalizedNER': 'T08:30', 'timex': {'tid': 't4', 'type': 'TIME', 'value': 'T08:30'}}, {'docTokenBegin': 187, 'docTokenEnd': 188, 'tokenBegin': 11, 'tokenEnd': 12, 'text': 'Kelly', 'characterOffsetBegin': 839, 'characterOffsetEnd': 844, 'ner': 'PERSON'}, {'docTokenBegin': 178, 'docTokenEnd': 179, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 804, 'characterOffsetEnd': 807, 'ner': 'PERSON'}]"
Kelly gave her mother the flowers.	mc500.train.18_11	mc500.train.18		"[{'docTokenBegin': 191, 'docTokenEnd': 192, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Kelly', 'characterOffsetBegin': 858, 'characterOffsetEnd': 863, 'ner': 'PERSON'}, {'docTokenBegin': 193, 'docTokenEnd': 194, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 869, 'characterOffsetEnd': 872, 'ner': 'PERSON'}]"
Her mother's favorite was the red one.	mc500.train.18_12	mc500.train.18		"[{'docTokenBegin': 205, 'docTokenEnd': 206, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'one', 'characterOffsetBegin': 927, 'characterOffsetEnd': 930, 'ner': 'NUMBER', 'normalizedNER': '1.0'}, {'docTokenBegin': 198, 'docTokenEnd': 199, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Her', 'characterOffsetBegin': 893, 'characterOffsetEnd': 896, 'ner': 'PERSON'}]"
It was Saturday afternoon and Andrew was bored.	mc500.train.23_0	mc500.train.23		"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Saturday', 'characterOffsetBegin': 7, 'characterOffsetEnd': 15, 'ner': 'DATE', 'normalizedNER': 'XXXX-WXX-6TAF', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'XXXX-WXX-6TAF'}}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'afternoon', 'characterOffsetBegin': 16, 'characterOffsetEnd': 25, 'ner': 'TIME', 'normalizedNER': 'XXXX-WXX-6TAF', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'XXXX-WXX-6TAF'}}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Andrew', 'characterOffsetBegin': 30, 'characterOffsetEnd': 36, 'ner': 'PERSON'}]"
He had been watching TV all day.	mc500.train.23_1	mc500.train.23		"[{'docTokenBegin': 15, 'docTokenEnd': 16, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'day', 'characterOffsetBegin': 76, 'characterOffsetEnd': 79, 'ner': 'DURATION', 'normalizedNER': 'P1D', 'timex': {'tid': 't2', 'type': 'DURATION', 'value': 'P1D'}}, {'docTokenBegin': 9, 'docTokenEnd': 10, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 48, 'characterOffsetEnd': 50, 'ner': 'PERSON'}]"
"He told his dad, ""There's nothing to do!"""	mc500.train.23_2	mc500.train.23		"[{'docTokenBegin': 17, 'docTokenEnd': 18, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 81, 'characterOffsetEnd': 83, 'ner': 'PERSON'}, {'docTokenBegin': 19, 'docTokenEnd': 20, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'his', 'characterOffsetBegin': 89, 'characterOffsetEnd': 92, 'ner': 'PERSON'}]"
"Andrew's dad said, ""I think the newspaper is here."	mc500.train.23_3	mc500.train.23		"[{'docTokenBegin': 30, 'docTokenEnd': 31, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Andrew', 'characterOffsetBegin': 123, 'characterOffsetEnd': 129, 'ner': 'PERSON'}]"
"Maybe we can find an idea in the newspaper."""	mc500.train.23_4	mc500.train.23		[]
Andrew looked outside the window and saw the newspaper by the door.	mc500.train.23_5	mc500.train.23		"[{'docTokenBegin': 54, 'docTokenEnd': 55, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Andrew', 'characterOffsetBegin': 219, 'characterOffsetEnd': 225, 'ner': 'PERSON'}]"
On the front was a picture of an elephant.	mc500.train.23_6	mc500.train.23		[]
He picked up the newspaper and brought it to his dad.	mc500.train.23_7	mc500.train.23		"[{'docTokenBegin': 77, 'docTokenEnd': 78, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 330, 'characterOffsetEnd': 332, 'ner': 'PERSON'}, {'docTokenBegin': 86, 'docTokenEnd': 87, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'his', 'characterOffsetBegin': 375, 'characterOffsetEnd': 378, 'ner': 'PERSON'}]"
Andrew and his dad read the story.	mc500.train.23_8	mc500.train.23		"[{'docTokenBegin': 89, 'docTokenEnd': 90, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Andrew', 'characterOffsetBegin': 384, 'characterOffsetEnd': 390, 'ner': 'PERSON'}, {'docTokenBegin': 91, 'docTokenEnd': 92, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'his', 'characterOffsetBegin': 395, 'characterOffsetEnd': 398, 'ner': 'PERSON'}]"
The circus was in town!	mc500.train.23_9	mc500.train.23		[]
Andrew had never been to the circus.	mc500.train.23_10	mc500.train.23		"[{'docTokenBegin': 103, 'docTokenEnd': 104, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Andrew', 'characterOffsetBegin': 443, 'characterOffsetEnd': 449, 'ner': 'PERSON'}]"
"He asked his dad, ""Can we go?"""	mc500.train.23_11	mc500.train.23		"[{'docTokenBegin': 111, 'docTokenEnd': 112, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 480, 'characterOffsetEnd': 482, 'ner': 'PERSON'}, {'docTokenBegin': 113, 'docTokenEnd': 114, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'his', 'characterOffsetBegin': 489, 'characterOffsetEnd': 492, 'ner': 'PERSON'}]"
"Yes, we can, Andrew's dad said, ""but first you need to feed your goldfish."""	mc500.train.23_12	mc500.train.23		"[{'docTokenBegin': 127, 'docTokenEnd': 128, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Andrew', 'characterOffsetBegin': 524, 'characterOffsetEnd': 530, 'ner': 'PERSON'}, {'docTokenBegin': 134, 'docTokenEnd': 135, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'first', 'characterOffsetBegin': 548, 'characterOffsetEnd': 553, 'ner': 'ORDINAL', 'normalizedNER': '1.0'}]"
Andrew fed his goldfish some goldfish food.	mc500.train.23_13	mc500.train.23		"[{'docTokenBegin': 143, 'docTokenEnd': 144, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Andrew', 'characterOffsetBegin': 587, 'characterOffsetEnd': 593, 'ner': 'PERSON'}, {'docTokenBegin': 145, 'docTokenEnd': 146, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'his', 'characterOffsetBegin': 598, 'characterOffsetEnd': 601, 'ner': 'PERSON'}]"
He promised to bring it some peanuts from the circus for later.	mc500.train.23_14	mc500.train.23		"[{'docTokenBegin': 151, 'docTokenEnd': 152, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 631, 'characterOffsetEnd': 633, 'ner': 'PERSON'}]"
Andrew and his dad went to the circus.	mc500.train.23_15	mc500.train.23		"[{'docTokenBegin': 164, 'docTokenEnd': 165, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Andrew', 'characterOffsetBegin': 695, 'characterOffsetEnd': 701, 'ner': 'PERSON'}, {'docTokenBegin': 166, 'docTokenEnd': 167, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'his', 'characterOffsetBegin': 706, 'characterOffsetEnd': 709, 'ner': 'PERSON'}]"
